Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2004-04-30,16.221614837646484,16.606514000910245,16.116078065791115,16.50718541376285,66172200
2004-05-03,16.358190536499023,16.463727295473472,16.258861961474842,16.258861961474842,65916200
2004-05-04,16.34577178955078,16.476141265351636,16.153322851462686,16.358188155644164,55496400
2004-05-05,16.327152252197266,16.5133942484974,16.29611251152568,16.339568622101982,51841700
2004-05-06,16.21539878845215,16.351975223544386,16.15952634134862,16.24023032933733,62693900
2004-05-07,16.004337310791016,16.3768189907767,15.985712753155578,16.159538405481847,68290200
2004-05-10,16.09745216369629,16.171948000293874,15.905003204380897,15.911210204022384,64621400
2004-05-11,16.103660583496094,16.209197340298076,16.01054019433905,16.19678097265314,57917200
2004-05-12,16.103660583496094,16.140908502340913,15.787050313090147,16.060204480828805,64145600
2004-05-13,16.202987670898438,16.258860136087975,16.010538726406633,16.029162092076557,63861500
2004-05-14,16.054000854492188,16.246449871262087,15.917423139805534,16.140913084499818,43775300
2004-05-17,15.855338096618652,16.010539129589045,15.780841079793301,15.811880812751415,55149600
2004-05-18,16.035369873046875,16.122282068232487,15.917416762373648,15.954665860958784,58158600
2004-05-19,15.905006408691406,16.30852895981246,15.905006408691406,16.159536072510388,60052800
2004-05-20,15.973294258117676,16.060207664772868,15.886382035552707,15.985710628224163,52089900
2004-05-21,16.07262420654297,16.265074407156373,16.00433653337755,16.122288507067967,57809300
2004-05-24,15.991907119750977,16.246436600367023,15.979490758723522,16.17193961829165,56250500
2004-05-25,16.202987670898438,16.258860136087975,15.892585612774292,15.960873260380485,66615000
2004-05-26,16.22782325744629,16.23403144224421,16.04779063466733,16.13470285365785,50306900
2004-05-27,16.25885581970215,16.25885581970215,16.091238468632433,16.240231274886767,49071900
2004-05-28,16.28369140625,16.358188419924026,16.15332311243278,16.227818942016945,37393000
2004-06-01,16.209197998046875,16.30852657505702,16.060205132531664,16.221613182105614,48369500
2004-06-02,16.221614837646484,16.314736424176054,16.147118989331023,16.215407837028664,54020000
2004-06-03,16.07262420654297,16.221617108117965,16.05400083390255,16.171952807592966,45933100
2004-06-04,16.10987091064453,16.289903529088463,16.103662725996102,16.15953520374184,48815300
2004-06-07,16.407852172851562,16.407852172851562,16.12228167773164,16.153322592467404,65218600
2004-06-08,16.513389587402344,16.544429319312606,16.28989972856086,16.314732461360972,58447700
2004-06-09,16.432680130004883,16.5444250304577,16.389224042959803,16.389224042959803,50385500
2004-06-10,16.618928909301758,16.63134527762616,16.376814463336178,16.376814463336178,48109200
2004-06-14,16.699628829956055,16.699628829956055,16.469931992871363,16.482347174053682,67377500
2004-06-15,17.01624298095703,17.13419611018119,16.743088802155306,16.75550517030312,114183400
2004-06-16,16.96037483215332,17.072119805791136,16.854838044172087,16.972791203466485,67431100
2004-06-17,17.239734649658203,17.332855052192762,16.941748887911547,16.954164073250038,105427500
2004-06-18,17.599796295166016,17.692916672413382,17.196273871034204,17.239729968143653,134218700
2004-06-21,17.599796295166016,17.792245232689215,17.45701163778073,17.51909109988575,116881700
2004-06-22,17.562559127807617,17.599807064681016,17.264572080548728,17.4756456963156,98932000
2004-06-23,17.56875228881836,17.618416560217895,17.382511567092507,17.506672837636163,58558400
2004-06-24,17.624631881713867,17.786041125170016,17.606008512450924,17.680504357682924,65503800
2004-06-25,17.736371994018555,17.77361990647091,17.537714882152958,17.680499533295134,71136500
2004-06-28,17.556346893310547,17.848124502381317,17.488058038044716,17.755004089621735,77024100
2004-06-29,17.69291877746582,17.742583063512654,17.494261633278498,17.494261633278498,55371700
2004-06-30,17.73016929626465,17.879162176256266,17.624632524925982,17.736377480942235,83544400
2004-07-01,17.773624420166016,17.903993922991877,17.543927520272486,17.81708171050136,78441400
2004-07-02,17.736371994018555,17.804660820256025,17.630835255328734,17.767412907803674,36690100
2004-07-06,17.39493751525879,17.58738652495669,17.345273216495126,17.581178339599948,69158900
2004-07-07,17.444591522216797,17.581167967218132,17.10314863357908,17.177645629818638,66255700
2004-07-08,17.159027099609375,17.47563737245431,17.10315462886674,17.308019960226403,59125100
2004-07-09,17.295610427856445,17.382522662258815,17.15903270626371,17.245946124756465,50249300
2004-07-12,17.31422996520996,17.382518810875812,17.12798916587234,17.17765345796838,45757300
2004-07-13,17.134193420410156,17.351475092527302,17.134193420410156,17.32664236012998,43274100
2004-07-14,17.463218688964844,17.606004530867146,16.972784069146883,17.010031983339296,87656300
2004-07-15,17.301816940307617,17.50668231879157,17.258359643219276,17.413560723406825,46759700
2004-07-16,17.059694290161133,17.506673945122895,16.916909648865996,17.49425758046513,66406300
2004-07-19,17.35148048400879,17.543929483526693,17.13419874437749,17.146615114434187,60354500
2004-07-20,17.581172943115234,17.68050151015397,17.289395425450184,17.38251580903776,89010700
2004-07-21,17.91640853881836,18.55583606945216,17.885367620187125,18.55583606945216,201518000
2004-07-22,18.003314971923828,18.189555687652717,17.897778250586896,18.04677105998793,124640700
2004-07-23,17.40114402770996,17.630840943375507,17.39493584295006,17.6184245738557,97372700
2004-07-26,17.79224967956543,17.823289418375804,17.506680293421557,17.606008878522914,72387600
2004-07-27,17.655672073364258,17.85432923121583,17.463221915616746,17.817081310141177,72968400
2004-07-28,17.74259376525879,17.872963334822572,17.55635287627132,17.59360081725067,62718800
2004-07-29,17.680496215820312,17.879153290410947,17.537711591469492,17.866738111316206,60148400
2004-07-30,17.68671226501465,17.885369427974197,17.587383683534878,17.661880711689754,59552900
2004-08-02,17.70533561706543,17.723958984773297,17.481845731850942,17.550134571019814,52267000
2004-08-03,17.425973892211914,17.643255601369905,17.382517787198324,17.61842286473925,53990900
2004-08-04,17.41976547241211,17.50667886535364,17.376309367986366,17.388725736133733,46217900
2004-08-05,17.090742111206055,17.512888023426633,17.084533926367346,17.48184828332327,55591700
2004-08-06,16.848628997802734,17.295608869520013,16.798964699177514,16.9976218936784,75628000
2004-08-09,16.873456954956055,16.935537606658155,16.823792670412363,16.923121239499746,51877500
2004-08-10,17.208690643310547,17.227315194117107,16.91691311854743,16.94795285246842,57632700
2004-08-11,17.01624298095703,17.078323637606065,16.885874667675093,17.003826612809217,53097300
2004-08-12,16.687217712402344,16.954163729251217,16.67480252731576,16.90449943663446,50279700
2004-08-13,16.77413558959961,16.91692032097105,16.749302844618253,16.76792740335427,43333200
2004-08-16,16.817583084106445,16.885871913691894,16.73687788839822,16.78033516982795,54347200
2004-08-17,16.792762756347656,16.997628212344274,16.749306626907572,16.898299578169592,56879700
2004-08-18,17.047277450561523,17.0721101791852,16.693419356301852,16.718252084925528,58844000
2004-08-19,16.83620834350586,17.041073656814355,16.76791951103973,16.978993007671498,46293000
2004-08-20,16.8858699798584,16.99140671163588,16.786541430431324,16.842412703405557,46494800
2004-08-23,16.960588455200195,17.016625737203658,16.885872870917442,16.979267945062283,39572200
2004-08-24,16.960588455200195,17.097567818107105,16.867193381055355,17.06021002596573,40835300
2004-08-25,17.153606414794922,17.228323192386906,16.923231960086845,16.941910263797674,53512700
2004-08-26,17.085113525390625,17.18473508165438,17.05398104681906,17.097565329236623,35465500
2004-08-27,17.097564697265625,17.2158657362996,17.091339389364045,17.122470679202287,33248700
2004-08-30,16.997947692871094,17.053984979640045,16.717762446609225,16.997947692871094,36679600
2004-08-31,16.997947692871094,17.010400687171504,16.842288826864642,16.991722383303788,52106700
2004-09-01,17.05398941040039,17.134932706799873,16.898330503952536,16.95436780528042,48507500
2004-09-02,17.197189331054688,17.234547120490657,17.029077497218765,17.06020879048495,42161700
2004-09-03,16.87964630126953,17.19719050205442,16.873419804675773,17.097567744137088,46174400
2004-09-07,17.03530502319336,17.047756828702934,16.91077746743534,16.99172073495289,44893400
2004-09-08,16.973051071166992,17.10380401158246,16.898334256941382,16.997955884186545,53278100
2004-09-09,16.985498428344727,17.103798329155687,16.92323463510665,16.997950236925877,56904700
2004-09-10,17.116249084472656,17.12870207900655,16.923232419528993,17.022854000634297,52664500
2004-09-13,16.966815948486328,17.16605910172135,16.64927172767444,17.141154301358405,48239200
2004-09-14,17.085113525390625,17.12869780780819,16.979265473412557,17.041529242973063,55920000
2004-09-15,16.929462432861328,17.060215339874404,16.898329940060712,17.03531053321708,52605700
2004-09-16,16.973051071166992,17.029088384940327,16.917013757393654,16.948145070563964,35951500
2004-09-17,17.128698348999023,17.141151340821107,16.97303951397095,17.053981585649176,65283000
2004-09-20,17.128698348999023,17.21586691658829,17.016623797765583,17.085114065204387,51513600
2004-09-21,16.973051071166992,17.141163012487002,16.966824571016232,17.09135219886442,73874400
2004-09-22,16.885873794555664,17.271907105492,16.854741309749272,16.985495370770387,68409000
2004-09-23,17.029083251953125,17.053988057465755,16.917008658188507,16.92946165473638,52155800
2004-09-24,16.99172019958496,17.097567074786674,16.92945642366773,17.05398278791944,49859800
2004-09-27,16.929462432861328,17.010404538976587,16.892103441500588,16.91700943574108,47813600
2004-09-28,16.979272842407227,17.03531014057357,16.836066941574632,16.941913851907568,62055100
2004-09-29,17.172283172607422,17.24077344219923,16.954360559201152,16.973040047521472,61529300
2004-09-30,17.215877532958984,17.303047341885193,17.13493541136686,17.178519722038267,71218000
2004-10-01,17.589452743530273,17.633037038191233,17.29681448824742,17.321719290518132,66302800
2004-10-04,17.508506774902344,17.720201703869805,17.477374294478675,17.707749899283034,62016200
2004-10-05,17.670392990112305,17.7139784678047,17.496055829674074,17.527187126157234,58017700
2004-10-06,17.76378059387207,17.77623239384467,17.57698934329598,17.676610868570325,56999600
2004-10-07,17.539648056030273,17.80115510259578,17.53342155639974,17.77002379202649,38401500
2004-10-08,17.42756462097168,17.639260750975932,17.415111628010774,17.496054894673872,49556600
2004-10-11,17.47115135192871,17.57077293438153,17.390209261529396,17.558321127262133,44691000
2004-10-12,17.45247459411621,17.533416691688704,17.315494015417006,17.32794701122294,56412900
2004-10-13,17.45247459411621,17.601906981038308,17.396437300572543,17.55209618539761,49500700
2004-10-14,17.309267044067383,17.533416212111078,17.309267044067383,17.45870061448519,41548700
2004-10-15,17.42756462097168,17.583223470234643,17.32171655596955,17.415111628010774,49828500
2004-10-18,17.68907356262207,17.71397955139841,17.421340121190983,17.477377408354833,50350700
2004-10-19,17.545866012573242,17.801146435212097,17.53963951597439,17.763788643201796,57026500
2004-10-20,17.869638442993164,17.900769741423346,17.50850991832168,17.57077251518204,69078100
2004-10-21,17.782470703125,17.987940383974756,17.726433409476606,17.93812958824097,94988500
2004-10-22,17.271907806396484,17.645489326153292,17.172286226139057,17.62058333729748,101912800
2004-10-25,17.20342254638672,17.290592345244434,17.153611741717995,17.228328542512713,61529500
2004-10-26,17.371532440185547,17.371532440185547,17.20342054860719,17.253231347491543,76966600
2004-10-27,17.527191162109375,17.651718751882413,17.17228907511426,17.34662746327989,72392600
2004-10-28,17.440021514892578,17.770018776673194,17.37153122587057,17.502285306041397,63059600
2004-10-29,17.41510772705078,17.52718226342882,17.309259685758466,17.50850396575415,80010100
2004-11-01,17.483606338500977,17.608133924545633,17.408889549357568,17.533417135402225,72930900
2004-11-02,17.583223342895508,17.72642919816046,17.45247048050127,17.595676335766225,89417100
2004-11-03,17.72643280029297,17.838507383738218,17.626811212248974,17.838507383738218,79666700
2004-11-04,18.056421279907227,18.056421279907227,17.670386923110872,17.670386923110872,87867700
2004-11-05,18.24944496154785,18.28057744703186,18.07510779316897,18.187181178162724,95337700
2004-11-08,18.230770111083984,18.35529651385894,18.137373824523873,18.16850631590495,112802100
2004-11-09,18.535858154296875,18.610573745357712,18.274351210418136,18.324162000319664,100401000
2004-11-10,18.510948181152344,18.679060006228234,18.486043385353685,18.629249227048266,84097700
2004-11-11,18.666610717773438,18.72887450099646,18.56698913964975,18.610573431631,87358900
2004-11-12,18.660390853881836,18.80359796247534,18.554542741051844,18.778691965299668,162269000
2004-11-15,19.00735855102539,19.083693749578696,18.875508529027034,18.972661455469897,104468000
2004-11-16,18.819990158081055,18.972659213537955,18.771412376990536,18.965719530525025,64522600
2004-11-17,18.854692459106445,18.979604140634038,18.778357248481903,18.91020861493987,58830700
2004-11-18,18.785297393798828,18.85469292119373,18.736720921705277,18.826934180791934,63249900
2004-11-19,18.63956642150879,18.785295825624125,18.625687052466525,18.757538411149078,85808600
2004-11-22,18.49384307861328,18.61181511536132,18.112169542810214,18.56323862792566,92410800
2004-11-23,18.410568237304688,18.528540266100453,18.320353632196788,18.40362855048024,70459700
2004-11-24,18.486894607543945,18.54935043988911,18.320346162493298,18.47301656316343,60069200
2004-11-26,18.459135055541992,18.611804114906597,18.4244366395892,18.43137632277976,24398700
2004-11-29,18.577110290527344,18.70202196271259,18.46607798716478,18.48689571678935,67079900
2004-11-30,18.6048641204834,18.743655134754338,18.528530253882668,18.5632273456458,75960400
2004-12-01,18.910213470458984,18.93103253059575,18.604873873169243,18.70202816353092,99889000
2004-12-02,18.799179077148438,19.014304047294093,18.681207063144093,18.92409077710713,96088300
2004-12-03,18.896329879760742,19.042060620974194,18.833874036899207,18.84775340722613,76498400
2004-12-06,18.965728759765625,19.042063986445473,18.785300884455875,18.80611994362579,55297400
2004-12-07,18.785297393798828,19.00042233747439,18.736720921705277,18.917148763488182,111656000
2004-12-08,18.98653793334961,18.98653793334961,18.674258826442223,18.743654330600435,95655000
2004-12-09,18.896329879760742,18.986544463276118,18.695084304458824,18.826934351735748,83006000
2004-12-10,18.792236328125,18.86163185274746,18.764478912441742,18.792236328125,70949200
2004-12-13,18.910213470458984,18.93103253059575,18.6742694166819,18.80612081699495,93812500
2004-12-14,18.896329879760742,18.96572540778574,18.76447983248382,18.771418194037672,127843200
2004-12-15,18.81305694580078,19.014302527957227,18.785298204201464,18.8893908379796,106303900
2004-12-16,18.847747802734375,18.931022676324005,18.74365520345425,18.840808119634474,88997500
2004-12-17,18.708955764770508,18.95877904826746,18.597923488462783,18.73671449565201,126184400
2004-12-20,18.7020206451416,18.840810352762233,18.660382541606978,18.743657425066854,85552800
2004-12-21,18.785297393798828,18.85469292119373,18.69508413471217,18.736720921705277,94646100
2004-12-22,18.715898513793945,18.840810176007217,18.584048491332698,18.625685270867336,63651900
2004-12-23,18.7436580657959,18.840810996812333,18.618746398140818,18.646505134779467,65801900
2004-12-27,18.63262367248535,18.80611178615168,18.611804622346057,18.74365595934306,55958500
2004-12-28,18.7020206451416,18.75753679291173,18.597926709914415,18.6326251295266,55075900
2004-12-29,18.667320251464844,18.736715759741287,18.611804109565536,18.63262315913124,47594900
2004-12-30,18.570173263549805,18.695084953610195,18.56323357814538,18.66038652658806,48355400
2004-12-31,18.542409896850586,18.667321555753936,18.51465248576613,18.56322894787092,54959500
2005-01-03,18.55629539489746,18.70202615296823,18.49383954481138,18.597932187084925,65002900
2005-01-04,18.625686645507812,18.806114468286587,18.500774974075625,18.64650569861633,109442100
2005-01-05,18.58404541015625,18.806109962335853,18.570166044742738,18.625682182787642,72463500
2005-01-06,18.563230514526367,18.77835543212145,18.486895311285444,18.632626033508167,76890500
2005-01-07,18.507719039916992,18.660388161360256,18.47302193346481,18.611811682883296,68723300
2005-01-10,18.597925186157227,18.639563286280374,18.417498713393964,18.45913548990785,70376600
2005-01-11,18.54935073852539,18.61180657187607,18.46607717646409,18.521593325708093,64712000
2005-01-12,18.58404541015625,18.632621865494396,18.47301313406645,18.577105727449496,72940600
2005-01-13,18.23013687133789,18.59793093756786,18.153801654448046,18.51465735878773,89861600
2005-01-14,18.12603759765625,18.35504184084659,18.070521457598264,18.320343426054606,92180800
2005-01-18,18.264829635620117,18.28564868717351,17.93173275242197,18.063584098374744,69146400
2005-01-19,18.028886795043945,18.223193984074477,17.987250012969344,18.18849556267111,58114100
2005-01-20,17.94561767578125,18.112166168940895,17.862342767396544,17.931738303782172,58380100
2005-01-21,17.799888610839844,18.1329856288565,17.792948924179928,18.00807523980767,76501000
2005-01-24,17.81376075744629,18.042765029881174,17.792941705912444,17.87621658843847,69010900
2005-01-25,18.05664825439453,18.174620257732606,17.869280721397065,17.876220406723967,67580700
2005-01-26,18.049707412719727,18.160739723617652,17.973372202623818,18.091344198404062,64974500
2005-01-27,18.11909294128418,18.15379002294316,17.938665204718085,18.00806069164486,93204100
2005-01-28,18.167673110961914,18.493830245716143,18.015002743690882,18.41749638568972,110466500
2005-01-31,18.237079620361328,18.403628129508615,18.15380470398274,18.285656103411384,71442100
2005-02-01,18.31340980529785,18.34116854632028,18.195437803171767,18.21625685893859,57981700
2005-02-02,18.361982345581055,18.389741080657927,18.23707200856315,18.33422493411352,79329500
2005-02-03,18.167673110961914,18.320342154623855,18.112156974756747,18.2995244308026,62545400
2005-02-04,18.264829635620117,18.299528054875772,18.139917973518475,18.160737025071867,61246500
2005-02-07,18.15380096435547,18.250953910442373,18.08440543560356,18.230136178343532,57763400
2005-02-08,18.20931053161621,18.27870603524981,18.153794393431156,18.17461344160398,61343700
2005-02-09,18.091341018676758,18.257889455751158,18.070523291298283,18.216252677384887,77874800
2005-02-10,18.084402084350586,18.132978548392245,18.042765304259074,18.11216082015118,71796400
2005-02-11,18.02194595336914,18.12603988728474,17.910913659227894,18.06358405637912,83835900
2005-02-14,18.049707412719727,18.126042622815632,17.980311887506133,17.994191257270764,58694000
2005-02-15,18.049707412719727,18.154121188062053,18.000981072739524,18.098433752699933,76551600
2005-02-16,17.952251434326172,18.049704096381248,17.868719632784007,18.007938859456637,57506600
2005-02-17,17.854799270629883,18.00097960635564,17.819995124248695,17.896564511825922,67024800
2005-02-18,17.736461639404297,17.85479758469681,17.680774213836816,17.847836490539258,77091100
2005-02-22,17.56243896484375,17.743423437036803,17.541557009236133,17.57636115371083,96419200
2005-02-23,17.541547775268555,17.645961481421708,17.520664502961,17.569390810652983,83689400
2005-02-24,17.659894943237305,17.708621282053294,17.506753503880596,17.52763678952737,85236300
2005-02-25,17.57636260986328,17.666854189610277,17.50675298745391,17.632050042252153,62467700
2005-02-28,17.513700485229492,17.65988071156751,17.49281721641204,17.55546569517232,82728000
2005-03-01,17.597248077392578,17.687739668362795,17.492832966981883,17.53459954222347,56394800
2005-03-02,17.58331871032715,17.73645877397379,17.513709107690406,17.534592386789253,67739000
2005-03-03,17.52066993713379,17.61812258274346,17.499786658349123,17.611161489815238,52183600
2005-03-04,17.52066993713379,17.611161489815238,17.4928255654209,17.54851298115396,63058200
2005-03-07,17.729503631591797,17.95225470033109,17.513714985915026,17.520676081284368,80407400
2005-03-08,17.680770874023438,17.833912261176046,17.63900564466032,17.680770874023438,52871800
2005-03-09,17.61812400817871,17.799108455877295,17.59724205539726,17.673811428417288,62991800
2005-03-10,17.701656341552734,17.736460482377126,17.57635931027634,17.701656341552734,59132900
2005-03-11,17.464988708496094,17.736464790405478,17.444105422313378,17.71558283191595,60617900
2005-03-14,17.478914260864258,17.506757320102857,17.374499137562534,17.458030970665224,65550500
2005-03-15,17.339689254760742,17.569400060309068,17.32576706589284,17.471947393619782,71469400
2005-03-16,17.144786834716797,17.381458793243535,17.096060489318937,17.277045006291935,74841400
2005-03-17,17.082136154174805,17.179588825171358,17.075175059433185,17.151744446204876,60573200
2005-03-18,16.922033309936523,17.33968969267029,16.90115135380031,17.07517473596496,135904000
2005-03-21,16.845458984375,16.95683381008222,16.810653521533588,16.949872717513937,71446200
2005-03-22,16.699289321899414,16.894196054756208,16.678406030906135,16.838508606467624,102113300
2005-03-23,16.831541061401367,16.97772005927349,16.678399641505255,16.699282924498267,79293300
2005-03-24,16.901155471801758,17.033412318532555,16.84546802904843,16.87331108657841,78820900
2005-03-28,16.845458984375,17.033403172948024,16.831536799238435,16.984676852662698,49802000
2005-03-29,16.650554656982422,16.873304338917787,16.580945049454414,16.803694731389776,74231700
2005-03-30,16.8176212310791,16.838504517000583,16.706246361550882,16.734090742779525,59585700
2005-03-31,16.8245792388916,16.92203189992187,16.789775096435914,16.88026666343646,62382300
2005-04-01,16.78978157043457,16.94988281177311,16.775859377006842,16.873312075614052,64619600
2005-04-04,16.86634635925293,16.887229643674647,16.664479920615328,16.782815876952228,62196400
2005-04-05,17.033403396606445,17.0542866745855,16.789771791980787,16.859380063192308,73549600
2005-04-06,17.17262840270996,17.36057398501227,17.01948829547833,17.03340915781348,78020200
2005-04-07,17.471946716308594,17.492828671107933,17.144781929060724,17.16566521155302,77451500
2005-04-08,17.360570907592773,17.57635950400677,17.33968762625224,17.451062471349324,47956300
2005-04-11,17.381446838378906,17.47890078983966,17.304877488714826,17.42321338658741,47791800
2005-04-12,17.62507438659668,17.64595765437508,17.263105711256507,17.346637454678095,67517800
2005-04-13,17.430179595947266,17.715577787377544,17.39537412888698,17.562436387697915,60929300
2005-04-14,17.29096031188965,17.499787802620187,17.283999218506256,17.4092962440217,66754400
